Nama Hotel,Tipe Properti,Bintang Hotel,Rating,Lokasi,Harga Diskon,Harga Asli,Fasilitas,URL Gambar
Losari Blok M Hotel Jakarta,Hotel,2,"8.2 (1,6rb ulasan)","Melawai, Jakarta",Rp 329.238,Rp 438.983,Sewa mobil; Layanan pijat; Bar,N/A
Shakti Hotel Jakarta,Hotel,3,"8.2 (4,3rb ulasan)","Gajah Mada, Jakarta",Rp 228.501,Rp 304.667,Aksesibel bagi penyandang disabilitas; Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10033075-1920x1080-FIT_AND_TRIM-8ab86b274c394688f854c3307f18da0e.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Zodiak MT Haryono,Hotel,2,"7.8 (3,7rb ulasan)","Kampung Melayu, Jakarta",Rp 308.927,Rp 411.902,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10000957-2169x1474-FIT_AND_TRIM-9bf9110c566a64dc12a73d2913280a47.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Le Meridien Jakarta,Hotel,5,8.7 (397 ulasan),"Sudirman, Jakarta",Rp 1.850.000,Rp 2.466.666,Klub malam; Penitipan anak; Antar-jemput bandara; Sauna; Spa,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/1000000/10000/6500/6475/34997404_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Bale Puri,Hotel,0,9.0 (56 ulasan),"Meruya Utara, Jakarta",Rp 309.474,Rp 412.631,Great value in its class,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680024854-741d43a9b50e12fb5801e2431f3da552.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Naraya Hotel Jakarta,Hotel,3,8.9 (189 ulasan),"Rawamangun, Jakarta",Rp 409.500,Rp 545.999,Tanda khusus bagi tuna netra; Aksesibel bagi penyandang disabilitas,"https://ik.imagekit.io/tvlk/apr-asset/n--d71KSp+9qx0rsggatXBX58KaM1H0AOPaS7yg78T8=/PROD/MGDocuments/ID10017680/Photos/230bd9b1-d0e8-408d-8188-63c9dbde9d30.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Tamansari Agung Residence,Hotel,1,"7.9 (1,7rb ulasan)","Glodok, Jakarta",Rp 125.921,Rp 167.894,Great value in its class,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20022022-2d3c1fbe3de63b4f484949240020422b.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
DENZ Express Pondok Labu,Hostel,2,7.7 (419 ulasan),"Pondok Labu, Jakarta",Rp 225.225,Rp 300.299,Great value in its class,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20037981-49ff5b763a3f715a5c7ed4a872e8b237.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Hotel 678 Kemang,Hotel,0,8.5 (509 ulasan),"Kemang, Jakarta",Rp 241.205,Rp 321.606,Aksesibel bagi penyandang disabilitas,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20006618-d0bfa65543f301c600fb89ae9cc5561d.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
"EdMer Staycation Puri Mansion Apartment Kembangan (Puri Indah Mall, RS Pondok Indah Puri, Airport Cengkareng)",Apartemen,5,9.4 (106 ulasan),"Duri Kosambi, Jakarta",Rp 375.102,Rp 500.135,Basket; Pool atau Snooker; Perosotan kolam renang; Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20063654-2bba30bef7897e92474ec0047c8b6ed1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Grand Asia Hotel,Hotel,3,"8.1 (2,7rb ulasan)","Pluit, Jakarta",Rp 267.813,Rp 357.083,Bar; Karaoke; Sewa mobil; Layanan pijat; Aksesibel bagi penyandang disabilitas; Bar,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10002728-800x532-FIT_AND_TRIM-ec428adcc9020281ad64ade9f5c6e8f5.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Apartemen Kalibata City by DEAL,Apartemen,1,"8.1 (1,2rb ulasan)","Kalibata, Jakarta",Rp 268.223,Rp 357.630,Area main anak; Klub kesehatan; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10013656-421226b6fdb4cb16dcdb3e1a3b89f451.png?_src=imagekit&tr=f-jpg,fo-auto,h-226,pr-true,q-80,w-300"
Blossom Resident Blok M,Hotel,1,8.1 (451 ulasan),"Panglima Polim, Jakarta",Rp 243.489,Rp 324.651,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20008026-67cff0a48d44e766b8ad1f765c50897e.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Cove Prima,Apartemen,0,8.9 (43 ulasan),"Cipete Selatan, Jakarta",Rp 386.751,Rp 515.667,Great value in its class,N/A
Sans Hotel Max Living Cengkareng,Hotel,2,8.5 (109 ulasan),"Cengkareng Barat, Jakarta",Rp 204.627,Rp 272.835,,N/A
Casa Living Senayan,Hotel,3,"8.3 (1,6rb ulasan)","Bendungan Hilir, Jakarta",Rp 385.440,Rp 513.919,,N/A
Jambuluwuk Residence Blok M,Guest House,3,9.0 (71 ulasan),"Melawai, Jakarta",Rp 588.164,Rp 784.218,,N/A
Hotel New Idola Jakarta,Hotel,0,"8.2 (1,8rb ulasan)","Kayu Manis, Jakarta",Rp 217.035,Rp 289.379,,N/A
Wisma 19,Guest House,0,8.6 (440 ulasan),"Kemang, Jakarta",Rp 257.813,Rp 343.750,,N/A
Jusenny Hotel by Sleepzzz,Hotel,3,"7.4 (2,2rb ulasan)","Rawa Barat, Jakarta",Rp 193.166,Rp 257.554,,N/A
Omah Loji @ Mega Kuningan,Guest House,2,8.3 (471 ulasan),"Kuningan, Jakarta",Rp 277.550,Rp 370.066,,N/A
S7 Suites Gandaria,Hotel,4,8.7 (273 ulasan),"Gandaria, Jakarta",Rp 433.906,Rp 578.541,,N/A
Shakti Capsule Hotel Jakarta,Hotel,2,8.3 (1rb ulasan),"Harmoni, Jakarta",Rp 140.049,Rp 186.731,,N/A
Sahid Bandara Soekarno Hatta ex Favehotel Bandara,Hotel,3,8.9 (73 ulasan),"Benda, Jakarta",Rp 440.786,Rp 587.714,Layanan pijat; Teras rooftop; Aksesibel bagi penyandang disabilitas; Spa,N/A
"Bobopod Pancoran, Jakarta",Hotel Kapsul,0,8.5 (933 ulasan),"Pancoran, Jakarta",Rp 156.454,Rp 208.605,Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20028595-fd798ca5e0228e1b782df44019fa3e03.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
"Bobopod Juanda, Jakarta",Hotel Kapsul,0,8.8 (676 ulasan),"Pasar Baru, Jakarta",Rp 193.999,Rp 258.665,Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20040042-771aa6ee980172b16ffeb0190718e49b.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
UROOMS Senayan,Hotel,2,8.2 (650 ulasan),"Grogol Utara, Jakarta",Rp 434.851,Rp 579.801,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20037197-8458943721916b7b59d6a41263cbeb7e.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Sans Hotel Roxy Jakarta,Hotel,3,8.0 (187 ulasan),"Cideng, Jakarta",Rp 225.376,Rp 300.501,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67855844-b7ff7f803223327d43c6aac8a8fc52f2.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Cove Birah at Senopati,Guest House,0,8.0 (121 ulasan),"Rawa Barat, Jakarta",Rp 288.777,Rp 385.035,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/97000000/96250000/96246600/96246512/5a1c436c_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Ricozy Hotel,Hotel,0,7.9 (268 ulasan),"Gandaria, Jakarta",Rp 313.268,Rp 417.690,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67791452-4d4f091357e4501e21556d03f3cd74fb.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-226,pr-true,q-80,w-300"
hotel tematik,Hotel,2,8.3 (1rb ulasan),"Pluit, Jakarta",Rp 274.980,Rp 366.639,Karaoke; Pusat kebugaran; Bilyar; Sauna; Spa; Bar,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10002444-2461x1383-FIT_AND_TRIM-afcbf4f8dfdba330028c63a7a2cc0512.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
PICASSO Style,Apartemen,0,8.5 (573 ulasan),"Daan Mogot, Jakarta",Rp 301.392,Rp 401.855,Area main anak; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67793468-42fe80aa0ed73b65e3ce25f36c16941e.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Townhouse Oak Grand Orienchi Jakarta,Hotel,0,8.3 (209 ulasan),"Fatmawati, Jakarta",Rp 207.215,Rp 276.286,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20070802-5358fd21f83d09448847c3a45a41e65b.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
RedDoorz Plus @ Blue Pacific Blok M,Hotel,2,7.8 (963 ulasan),"Melawai, Jakarta",Rp 274.086,Rp 365.447,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/10002572-066ffdc5a11d7f7a11a4d9c3082e4e52.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
The Loji @ Kuningan,Guest House,0,8.2 (349 ulasan),"Kuningan, Jakarta",Rp 277.550,Rp 370.066,Ruang santai,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035250-e53180757b07f09012f7ea1c51edb262.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
The Packer Lodge Near Kota Tua,Hostel,2,"8.8 (1,1rb ulasan)","Glodok, Jakarta",Rp 202.500,Rp 269.999,Great value in its class; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20022567-6a2aed621a9b8627a190a745128ead29.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
"The Hermitage, A Tribute Portfolio Hotel, Jakarta",Hotel,5,8.9 (355 ulasan),"Menteng, Jakarta",Rp 1.680.000,Rp 2.239.999,Toko/pusat belanja; Teras rooftop; Bar di kolam renang; Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/8000000/7510000/7508900/7508890/04d7b9af_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Smarthomm Ancol Jakarta,Hotel,2,8.2 (3rb ulasan),"Ancol, Jakarta",Rp 206.250,Rp 274.999,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20044550-d5bdd245c105a3759060aadf4cab202d.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
New Raja Residence,Hotel,2,"8.2 (1,1rb ulasan)","Grogol Selatan, Jakarta",Rp 307.125,Rp 409.499,Great value in its class,N/A
City Style Residence,Guest House,0,"8.1 (3,1rb ulasan)","Mangga Besar, Jakarta",Rp 150.369,Rp 200.491,,N/A
Cove Senja,Hotel,0,8.7 (70 ulasan),"Bendungan Hilir, Jakarta",Rp 253.100,Rp 337.466,Great value in its class; Teras rooftop,N/A
Amelia Guesthouse,Guest House,2,8.3 (598 ulasan),"Setiabudi, Jakarta",Rp 197.379,Rp 263.171,,N/A
BI Executive Hotel,Hotel,2,"8.6 (2,8rb ulasan)","Ancol, Jakarta",Rp 475.020,Rp 633.359,Great value in its class; Aksesibel bagi penyandang disabilitas,N/A
Double Three Homestay,Homestay,0,9.1 (148 ulasan),"Kuningan, Jakarta",Rp 189.844,Rp 253.125,,N/A
D'cozie Hotel by Prasanthi,Hotel,3,"8.1 (1,8rb ulasan)","Melawai, Jakarta",Rp 334.495,Rp 445.993,Teras rooftop; Bar,N/A
1BR & 2BR Apartemen Mediterania Marina Ancol,Apartemen,0,8.8 (9 ulasan),"Ancol, Jakarta",Rp 458.640,Rp 611.519,Dapur kecil,N/A
GOOD ROOM at JAKARTA,Homestay,1,"8.1 (2,1rb ulasan)","Mangga Besar, Jakarta",Rp 90.090,Rp 120.119,,N/A
Azka Hotel Managed by Salak Hospitality,Hotel,2,8.6 (305 ulasan),"Kebon Manggis, Jakarta",Rp 278.545,Rp 371.393,,N/A
LeGreen Suite Poso,Hotel,1,8.1 (1rb ulasan),"Bendungan Hilir, Jakarta",Rp 260.786,Rp 347.714,,N/A
Urbanview Hotel Vineyard Inn,Hotel,3,8.9 (29 ulasan),"Cengkareng Timur, Jakarta",Rp 203.548,Rp 271.397,Great value in its class,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680035459-91325bf6f3db701fd2cc1765b4fa8e9a.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Grand Menteng Hotel,Hotel,3,"7.9 (4,7rb ulasan)","Pal Meriam, Jakarta",Rp 311.220,Rp 414.959,Bar; Klub malam; Sewa mobil; Aksesibel bagi penyandang disabilitas,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/11000000/10350000/10346600/10346570/cfed037c_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
RedDoorz Plus @ Pitagiri GBK Senayan,Hotel,2,8.3 (50 ulasan),"Palmerah, Jakarta",Rp 259.106,Rp 345.474,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680024617-0cf511331c5988d71660c721e23abdf1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Daima Syariah Mansion,Hotel,0,8.8 (264 ulasan),"Tebet, Jakarta",Rp 229.320,Rp 305.759,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20049625-6907ba58001b04d03f8cd4305297ebb8.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Yufi Syariah Hotel,Hotel,1,8.4 (176 ulasan),"Kebon Kacang, Jakarta",Rp 217.854,Rp 290.471,Teras rooftop,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20044502-646305c94e5bd3382134c911f44b0417.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Sampit Residence by FLAT06.,B&B,3,"8.3 (2,8rb ulasan)","Mahakam, Jakarta",Rp 386.118,Rp 514.823,Layanan pijat; Dapur kecil; Check-out ekspress; Spa,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10001895-800x546-FIT_AND_TRIM-3d862e5937cfc2d88fed38005973be08.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
CHOSKA RESIDENCE,Apartemen,5,8.8 (75 ulasan),"Kebon Kacang, Jakarta",Rp 416.927,Rp 555.902,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/93000000/92410000/92404200/92404155/bc5024f6_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
W Home Express Tebet,Hostel,2,"8.2 (2,3rb ulasan)","Tebet, Jakarta",Rp 174.038,Rp 232.050,Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20014414-3e25ab800ccc156e52494d2f672fb3ab.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
FLAT06. cipete,B&B,2,8.6 (2rb ulasan),"Fatmawati, Jakarta",Rp 351.351,Rp 468.467,Bilyar; Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/10001897-6cf82519fcfeb4f281e93edac4d459c1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Jambuluwuk Residence Pakubuwono,Hotel,3,8.8 (252 ulasan),"Gunung, Jakarta",Rp 368.919,Rp 491.891,Check-out ekspress,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20043691-40a8aa1c6b72810a5305a0743907dd8d.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Gold Coast PIK Bahama Sea View Apartments,Apartemen,4,8.3 (621 ulasan),"Kamal Muara, Jakarta",Rp 593.440,Rp 791.253,Basket; Jacuzzi; Area main anak; Pusat kebugaran; Antar-jemput bandara; Sauna,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20030522-8c59c09306ff4bc8d2d75babc4815c6c.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Clay Hotel,Hotel,2,"8.2 (3,8rb ulasan)","Thamrin, Jakarta",Rp 327.600,Rp 436.799,Layanan pijat,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10002789-2647x4000-FIT_AND_TRIM-b3ee16b57cd3362ddffe1403a7c21cba.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Chic Quarter,Hotel,3,"8.5 (1,3rb ulasan)","Ragunan, Jakarta",Rp 454.545,Rp 606.059,Layanan pijat; Teras rooftop,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10000053-4b296b3d42c2a8fb5a344121244c9574.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Maerokoco Syariah Room,Guest House,0,8.4 (328 ulasan),"Kampung Tengah, Jakarta",Rp 221.130,Rp 294.839,Great value in its class; Ruang santai; Pengering pakaian,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67714785-1280x960-FIT_AND_TRIM-82bf7c36c2578c086d60b69be11eed51.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Arimbi Pejaten Suites,Hotel,3,"7.9 (1,8rb ulasan)","Ragunan, Jakarta",Rp 311.578,Rp 415.437,Great value in its class; Pusat kebugaran,N/A
Triniti Hotel Gajah Mada,Hotel,3,"8.3 (3,9rb ulasan)","Gajah Mada, Jakarta",Rp 358.514,Rp 478.018,Aksesibel bagi penyandang disabilitas,N/A
Sans Hotel Pesona Bekasi,Hotel,0,8.8 (113 ulasan),"Kalimalang, Jakarta",Rp 226.073,Rp 301.430,,N/A
Townhouse OAK Hotel Fiducia Pasar Minggu,Hotel,0,7.6 (69 ulasan),"Pejaten Timur, Jakarta",Rp 169.992,Rp 226.655,,N/A
Kantos Guest House,Guest House,1,"8.6 (1,6rb ulasan)","Cideng, Jakarta",Rp 130.893,Rp 174.523,Great value in its class; Penyewaan sepeda,N/A
Hotel Nusantara Indah,Hotel,1,7.8 (765 ulasan),"Kebon Kacang, Jakarta",Rp 409.500,Rp 545.999,,N/A
RedDoorz Plus @ Jalan Pemuda Jakarta,Hotel,1,7.9 (336 ulasan),"Jati, Jakarta",Rp 209.298,Rp 279.063,,N/A
P Hotel,Hotel,2,"8.3 (1,6rb ulasan)","Rawasari, Jakarta",Rp 331.695,Rp 442.259,,N/A
Green Rasuna Residence,Apartemen,0,8.7 (119 ulasan),"Kuningan, Jakarta",Rp 472.686,Rp 630.247,,N/A
Hotel Bintang Baru,Hotel,0,8.4 (114 ulasan),"Pasar Baru, Jakarta",Rp 202.293,Rp 269.723,Layanan pijat; Aksesibel bagi penyandang disabilitas,N/A
Classic Hotel,Hotel,4,"8.3 (1,5rb ulasan)","Pasar Baru, Jakarta",Rp 450.450,Rp 600.599,Bar; Klub malam; Layanan pijat; Bilyar; Check-out ekspress; Bar,N/A
Puri Mega Hotel,Hotel,3,"8.1 (3,8rb ulasan)","Rawasari, Jakarta",Rp 241.190,Rp 321.586,Layanan Resepsionis 24 jam; Aktivitas outdoor; Karaoke,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007224-2048x1536-FIT_AND_TRIM-66061cfeef9ec917cea5cdafaa56448c.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
OYO 3300 Nadjara Residence Syariah,Guest House,2,6.8 (649 ulasan),"Cipete Selatan, Jakarta",Rp 124.664,Rp 166.218,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20037588-d93a3899d50fc5c0e66e3e7439f447c5.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Urbanview Hotel Cengkareng Jakarta by RedDoorz,Hotel,2,8.5 (251 ulasan),"Pegadungan, Jakarta",Rp 235.460,Rp 313.946,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20064839-a3504e4fdbb4dd00ee9a84bb531f7034.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
FLAT06. tendean,B&B,3,"8.6 (2,3rb ulasan)","Tendean, Jakarta",Rp 367.731,Rp 490.307,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007980-1024x683-FIT_AND_TRIM-2bf376eacb78ff5988495ec72c494e75.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
PassGo Thamrin,Hostel,0,"8.7 (1,3rb ulasan)","Thamrin, Jakarta",Rp 250.614,Rp 334.151,Ruang santai; Ruangan game,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20018998-f1835d2aa36acfdbf256b68e8b3e3e64.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Cove Odilia Suite,Hotel,3,9.0 (12 ulasan),"Kemang, Jakarta",Rp 528.008,Rp 704.010,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20086731-7c1b0c3421a593dc4ef9e0518c5ece43.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
